"","X","User_id","Gender","Text","Label"
"11595",11662,815731053,"male","agreed   I blame that game on play calling more than TW  3rd and 2 Booker avg 4 5 per     give him the ball",3
"11596",11663,815731054,"female","Hi         s birthday is today        so can you make her dream come true  and follow her  Pls  she loves you       189",2
"11597",11664,815731055,"male","Indifference and neglect often do much more damage than outright dislike      J K  Rowling  quote",3
"11599",11666,815731057,"brand","Successful people make the most of the best and the best of the worst    Steve Keating  quote",1
"11600",11667,815731058,"brand","FCE A Forest City Enterprises Notice of Third Quarter Earnings and Conference Call https t coFbpgGQodNY",1
"11601",11668,815731059,"female","Lots of fun managing the  kids event today  Thanks for a great show and signing         halfterm  bradford",2
"11602",11669,815731060,"male","Remember last year when I made loads of friends and now they all hate me XD",3
"11603",11670,815731061,"brand","Ukraine s election  freaks   Darth Vader   lt b gt Lady Gaga lt b gt  imitator and stripteaser feature https t coNpVbeH5ruL",1
"11604",11671,815731062,"brand","I bet the staff  were having a right laugh when they said we could scrat 35 tons using the spidel apple mill  Who s laughing now",1
"11605",11672,815731063,"female","and ive never seen men describe a realistic woman on here",2
"11606",11673,815731064,"male","It s a drought and my Price a make yo eyes pop out",3
"11607",11674,815731065,"brand","PIPC comes out with a detailed summary and a compelling set of policy recommendations for patient drivn cancer care  https t co791qmhP3eA",1
"11608",11675,815731066,"female","A Brooklyn carriage house with 20 foot ceilings  studio space and prison toilets  My  House Call  for   https t coGAle45uJ3f",2
"11609",11676,815731067,"brand","Have you been stuck in the endless amounts of payments and bills you just can not afford  Enjay Debt can help",1
"11610",11677,815731068,"brand","We spent the day  decoratingpumpkins  Thank you to Ivy Wade who donated pumpkins and gourds for our residents  https t coPTwUhdxDAh",1
"11611",11678,815731069,"male","Lo mein and a doughnut would be better  I am also a straight male",3
"11612",11679,815731070,"female","on a serious note he s actually really good lyrically and vocally  Not the best  but def slept on",2
"11613",11680,815731071,"male","when harry waved at me and some girls       MadeInTheAM https t coJEL4nxkoDa",3
"11614",11681,815731072,"male","and ofc  it deserves an answer  No    I d kidnap than place him at a kindergarden in Turkey thus he d turn out to be a nobody",3
"11615",11682,815731073,"female","Netflix and chill",2
"11616",11683,815731074,"female","I could go on and on about my boyfriend",2
"11617",11684,815731075,"female","Bet I woke up from my nap for nothing and we don t even have class today",2
"11618",11685,815731076,"male","I now have some one legged hobo that stinks of piss and beer sitting opposite me  fucking love life",3
"11619",11686,815731077,"male","and did you vote to shaft the poor like David told you to",3
"11620",11687,815731078,"brand","I do not understand why the UN has not designated 3 refugee tropical Islands  one ea for women  men and children",1
"11621",11688,815731079,"female","Wow this couple next to me is so cute and lovable I might just gag from how cute they are talking in baby voices and touching each other",2
"11622",11689,815731080,"brand","Check out this ethical  hacking seminar on Nov  12 with  and  https t coP7PVpZFa9t",1
"11623",11690,815731081,"male","and next year",3
"11624",11691,815731082,"female","He called today  she passed away this weekend  Prayers to him and his family",2
"11625",11692,815731083,"brand","This is an abusive relationship and should not be romanticized  Don t let your significant others control you   https t coawaTq03Zzp",1
"11626",11693,815731084,"brand","Greg  amp  coach Rod Reed recap  TSU s loss to  EKU  amp  preview next week s game against  AustinPeay  Listen here  https t covYkTw1aIO1",1
"11627",11694,815731085,"male","HONESTLY I am so fed up with people invalidating mine and other people s identities just because they don t conform to gender norms",3
"11628",11695,815731086,"brand","Breaking news  Chinese leaders seek leaner  cleaner China  Economic malaise and the spectre of intractable pol    https t coY6zk6Fpc2Q",1
"11629",11696,815731087,"female","Ima pull a Leo and  leave it up to God  like he always does",2
"11630",11697,815731088,"male","I have to avoid eating meat and potatoes rn",3
"11631",11698,815731089,"brand","Mary L and her new Buick Encore  What a beautiful day all around  Thanks for your business  John Lindsay https t coCKZ0ANZ06S",1
"11632",11699,815731090,"male","Michigan is beautiful  Shame you don t have time to head North and see the lakes",3
"11633",11700,815731091,"female","Remember that technology isn  t bad  but how you think about it can make it bad  Be honest about its perks and faults    IthakaTNW",2
"11634",11701,815731095,"brand","Have you tried our amazing Ratama  Q  Brisket Sliders   Enjoy them with Blue Cheese and Rudimental Red BBQ Sauce for  7 99   DELICIOUS",1
"11635",11702,815731096,"female","Getting my eyes dilated and having a panic attack bc they re numb",2
"11636",11703,815731097,"female","I thought this said driving and I was like same https t coAvPNs9E3ip",2
"11637",11704,815731098,"brand","Next adventure for my sheep and dog with  challenge is  this weekend  So excited  https t coXEenkugnVv",1
"11638",11705,815731099,"female","YoQuiero Ganar el meet and great y conocer a One Direction",2
"11639",11706,815731100,"female","New on eBay  vintage star wars Working millenium falcon Complete  amp  With Box And Instructions https t cooPnN2WUh2V",2
"11640",11707,815731101,"male","He s gotta go  No excuse for how bad this team is  He runs the defense and that s the weakest link  No way around it https t co8tEfsubqK2",3
"11641",11708,815731102,"male","Being ugly is pretty great  your phone doesn t blow up with texts all the damn time and your battery lasts the whole day",3
"11642",11709,815731103,"female","Thank god for jamba juice and power naps https t cob3NUIkR1vv",2
"11643",11710,815731104,"brand","https t coDSp1xoQofg  He  likes to fuck boys and girls Wild Wicked https t cox22gMxXXls  adult  free  porn  video  XXX",1
"11644",11711,815731105,"brand","A Few Trending Tweets  Good and Bad  About Mike Zimmer as of 10262015 https t coh91PZzsbkX",1
"11645",11712,815731106,"female","The Guidry family family   Sutton and Sloan were precious in there little pumpkin dresses",2
"11646",11713,815731107,"male","I wanna move there and I want someone with European expertise like you  Don t wanna end up in Taken 4 ja know",3
"11647",11714,815731108,"male","well I m coming on Saturday and it s my birthday so I m a lil skeptical  You gone have some good moves",3
"11648",11715,815731109,"brand","taxcredits defeat also a defeat for the media who  not long ago  said Osborne was a genius  Overpaid and out of touch",1
"11649",11716,815731110,"male","Did you ever stop to think  and forget to start again    A  A  Milne  quote",3
"11650",11717,815731111,"male","have a look at Finis Tempo Trainer  A device that can be set to beep to keep stroke pace  Many settings and I find it useful",3
"11651",11718,815731112,"male","the strongest fighter and the biggest thread to my master",3
"11652",11719,815731113,"brand","Dow  S amp P 500 ends down with energy  Apple  NEW YORK  Reuters    The Dow and the S amp P 500 edged lower on Monday after recent gains as e",1
"11653",11720,815731114,"male","Trying to change the ones around you is like trying to change yourself  it s needless and shouldn t be done  love  life  gayuk  lgbt  beauty",3
"11654",11721,815731115,"brand","Going out shirts and other things men should stop wearing immediately   https t couAspVF346L",1
"11655",11722,815731116,"male","charger broke and phone died",3
"11656",11723,815731117,"female","wine and popcorn sound good to you",2
"11657",11724,815731118,"female","My fave              and being woken up by a    poke           https t co2BRXGdgTS6",2
"11658",11725,815731119,"brand","5 Fruits and Vegetables That Look Suspiciously Sexual   click here  https t cotk3eMJM6LT https t coKgK7BGzRdg",1
"11659",11726,815731120,"brand","Imaikalani Devault And A Maui Summer  School s out  The post Imaikalani Devault And A Maui Summer appear    https t coHu8B82ho48  surf",1
"11660",11727,815731121,"brand","I love for your snaps of oaks and she s smart home is my fave haha",1
"11661",11728,815731122,"brand","and get an application off to Jean Sainsbury Animal Welfare Trust     https t coAtl7OpiusS",1
"11662",11729,815731123,"brand","Out Of The Closet And Straight To Jail  The New Plan To Punish Coming Out In Russia https t cooIpZ0JPFuz",1
"11663",11730,815731124,"brand","The Rise Of The Smartphone Means The End Of Mobile Wallets From Carriers And Banks  A cycle    https t coTMbPH5oZpd",1
"11664",11731,815731125,"female","Visit https t col2NqPEsmN4 and click the          do it  to it meow   Model  MUA jodimples Published    https t coCAujPkeRjR",2
"11665",11732,815731126,"brand","A good trellis photo with a stunning bride and her bridal party never gets old  Many thanks to Kylie C     https t coAWDAJHfjoN",1
"11666",11733,815731127,"female","I m glad I m not bitter AND broke   just bitter",2
"11668",11735,815731129,"male","3 hours and 12 minutes https t co9DkHC0R4Mg",3
"11670",11737,815731131,"male","It shouldn t be an exclusive OR choice   People need privacy and personal security in their day to day lives",3
"11671",11738,815731132,"female","I feel sick and nauseous af",2
"11672",11739,815731133,"brand","Mandy Campbell Follow us today and Get a Discount on all Toys",1
"11673",11740,815731134,"female","I appreciate the follow Henry and hope you enjoy my tweets   Until then  hope you have a great week",2
"11674",11741,815731135,"brand","and I did all my hard raids",1
"11675",11742,815731136,"brand","What s better on a cold day  hot chocolate and cupcake   halfterm      https t co41IR5UN5LY",1
"11676",11743,815731137,"female","Getting the freebies this week fab meal tonight  Drinks reception and food tomorrow afternoon for a charity I volunteer at xx",2
"11677",11744,815731138,"female","thank you for being so genuine and an incredible human  You re so selfless and humble  would you mind following me      108 649",2
"11678",11745,815731139,"female","Me and the coven        https t collyuKtJPNL",2
"11679",11746,815731140,"brand","Updated collection adding another tub and the glow in the dark shaker cup       https t cowSoVbz8r1n",1
"11680",11747,815731141,"male","Just bought a shirt to support   If I m out  amp  I see you wearing this shirt  drinks are on me  Link  https t colPQFCHmE4m",3
"11681",11748,815731142,"male","Hi   you re always my 11 11 wish      Make my dream come true and follow me  please   Have a lovely night  I love you      x155 076",3
"11682",11749,815731143,"male","There s always hard decision to take especially when it s related to people that you care about and love at work",3
"11684",11751,815731145,"male","It s misty and windy out here  but I needed to get out of my office a bit  Feel like I m in a cage",3
"11685",11752,815731146,"male","Lol security asked if I was cold   I only said yes so I won t have to explain I got too much ass and    https t coc264nF4b17",3
"11686",11753,815731147,"female","OF COURSE YOU WANT TO BLAME ME FOR NOT FINISHING COLLEGE AND THUS BRINGING THIS DEBT TO MYSELF OF COURSE",2
"11687",11754,815731148,"brand","and hey Rick trade Mallett for me  he isn t working out",1
"11688",11755,815731149,"brand","Camelia Hey Fan  Go to our site and vote for your favorite",1
"11689",11756,815731150,"female","Its not enough to complain about the problem we have to get in there and fix it  Morgan engaging audience how to be involved",2
"11690",11757,815731151,"brand","Well done you as you have put a lot of work into a fabulous exhibition and the on line auction",1
"11691",11758,815731152,"brand","Start reading and change your life  https t co9EC6dUjWJa",1
"11692",11759,815731153,"female","Iris put her hands down  still blushing a bit  She sipped at her own hot chocolate too  and sighed   Keeeeennyyyy",2
"11693",11760,815731154,"brand","Have you always dreamed of traveling and teaching English   teachenglish  traveltheworld https t cob33iykbV0J https t copqCJDfVwaS",1
"11694",11761,815731155,"male","Extreme Networks Supports Demand in Higher Education for Mobile and Personalized Learning Initiatives https t cogKgLKwIDbM",3
"11695",11762,815731156,"male","The author must have endured much trial  error  blood sweat and tears to fine tune the techniques  https t cowt7IRvb93E    TwitterAd",3
"11697",11764,815731158,"brand","Picture Gallery  https t cowaUnBHLrms  nude  dressedundressed  softcore  shavedpussy  amateur  amateur  nsfw",1
"11698",11765,815731159,"female","sick and tired of people treating me like they are better then me",2
"11699",11766,815731160,"female","Small Spaces and Secret Passages https t coIY0smwcdrP",2
"11700",11767,815731161,"brand","Voices of America Past and Present  Volume I https t coFnGZEG3x1j https t coUZr2DwGgvV",1
"11701",11768,815731162,"brand","Build a Transforming Workbench  Desk  and Storage Unit  If you don  t have a lot of space  you need to make cre    https t cost7OOHJ2hM",1
"11702",11769,815731163,"male","It feels weird to say that because Guitar Hero and Rock Band really introduced me to dadrock in a big way  way back when",3
"11703",11770,815731164,"male","Omg the Snow White  bath bomb looks and smells amazing ngl",3
"11704",11771,815731165,"brand","U S  and Western Allies Demand U N  Action Against Iran over Missile Test https t covwoZXsFjob",1
"11705",11772,815731166,"male","Yea  the whole robe and sandals look is very unprofessional looking",3
"11706",11773,815731167,"brand","We re  hiring  Read about our latest  job opening here  Center for Biomedicine and Genetics Associate II   https t coQOtB7Ldlo8",1
"11707",11774,815731168,"brand","Join us for this fun paint and tea party event at the Panama City Market Place in Panama City  Fl   via    https t coCiIXeEeRP9",1
"11708",11775,815731169,"brand","Photo  HPV Awakening is an organization working to educate the public about HPV and support people who are    https t coD1SV3VCKmV",1
"11709",11776,815731170,"female","I wanna roll up 22 blunts for my 22nd birthday and use  em as birthday candles",2
"11710",11777,815731171,"male","well half of  the fun gone then   jumping in puddles  and no fizzy burps   boring",3
"11711",11778,815731172,"male","2121 My 5 boys happy and safe",3
"11712",11779,815731173,"female","I no joke just saw elise and starting balling my eyes out",2
"11713",11780,815731174,"female","one of these days you are going to flash someone and get put in Bear Jail",2
"11714",11781,815731175,"female","When u can t call ur bff to pick u up to get some donuts and wings bc her ass is in Florida enjoying the sun",2
"11716",11783,815731177,"brand","It was Jurassic Pork Sausages that did for the dinosaurs    that and the Marlboro reds  o  https t coRMqQd67uYL",1
"11718",11785,815731179,"female","the girls talking shit cus they looking dumb for tryna play a nigga and they just laying there lmfao",2
"11719",11786,815731180,"female","Maybe I should take acting classes  Too many dramas on Twitter and I m not in any of them",2
"11720",11787,815731181,"female","Lame Star Wars electoral hijinks are not what Ukraine needs right now  https t coaxP9gU3MPr",2
"11721",11788,815731182,"female","Had a weak lunch and been paying the price for it all afternoon",2
"11722",11789,815731183,"male","Fast these days brothers and sisters https t cogUo60JLZxy",3
"11723",11790,815731184,"male","your PR doesn t fool anyone  You really do not give a shi t about anyone but you and your dynasty  God Bless these families",3
"11724",11791,815731185,"brand","Imaikalani Devault And A Maui Summer  School s out  The post Imaikalani Devault And A Maui Summer appeared fir    https t corMh7AHZPO2",1
"11725",11792,815731186,"female","Young  wild and free",2
"11726",11793,815731187,"female","WinterTime means I m ready to go to bed by 9pm  And I didn t wake up any earlier than usual",2
"11727",11794,815731188,"male","So excited that we ll get to see Mary and Joanie soon           H50",3
"11728",11795,815731189,"female","theres this couple ditching  and making out  yo big time relationship goals",2
"11729",11796,815731190,"female","Have to write a paper and haven t even started  And it s due tomorrow",2
"11730",11797,815731191,"male","Parmesan fonduta  soft confit chicken wings and white truffle https t coEiPbWt4qmp",3
"11731",11798,815731192,"male","Stay tuned  Definitely combing study  The gap bw NMA and gov t on this one is too wide not to check it out further",3
"11732",11799,815731193,"female","Duvet  Ben and jerrys  scary movies  Life made   unilife  flatmovie TURN THAT LIGHT BACK ON",2
"11733",11800,815731194,"male","Leaning against the wall outside the ladies dressing room  I watch a group of dancers exit the club  laughing and",3
"11734",11801,815731197,"female","I Just Voted for yeha  for  ArtistOfTheYear Go Here https t coj26Oe2Qnwz and Vote for your favorite    AMAs  OneDirection",2
"11735",11802,815731198,"female","at once fascinated and repelled by her    who cares    attitude",2
"11736",11803,815731199,"female","light up a spliff and get high",2
"11737",11804,815731200,"brand","Part 1 of the latest  PWGUnsigned    and  https t coOG9rPxkBuX https t cozo0NqaWBGe",1
"11738",11805,815731201,"brand","China 1990 Huangdi 13 oz Gold with COA and Box https t cobXzenMCN6G https t coOKjIUt4I3C",1
"11739",11806,815731202,"brand","This is a very important program for parents and kids   look at this recent NPD arrest  https t coVfxqy2570K https t coMiSgob2i9w",1
"11740",11807,815731203,"female","I see you so being a dead beat              smh how bout you buy some boots  and clothes  But let him keep them this time",2
"11741",11808,815731204,"male","It s not that    He just saw how close we were getting and   I think deep down he knew what was going to happen  But",3
"11742",11809,815731205,"female","i saw a  class cancelled  sign on the door and i was so excited only to realize it was for the class before me       gmfu",2
"11743",11810,815731206,"male","but for now you ll have to look in the mirror and under the sink mate",3
"11744",11811,815731207,"brand","This is me look out for me at OTRA newcastle tomorrow and OTRA sheffield on friday    https t coz1MbprQxnN",1
"11745",11812,815731208,"brand","James Taylor could be the man to solve England s middle order woes    and the chores are pi    https t coNS6sN8U6jn   cricket",1
"11746",11813,815731209,"brand","Man who raped infant daughter walks free     and all he had to do was run out the clock https t coS68YkkTtly https t coNgXT8Dkt03",1
"11748",11815,815731211,"female","Fresh HERBS have health benefits https t codJPnop1cbt and you don t need a yard  you can grow them in pots   wellness",2
"11749",11816,815731212,"brand","Last 24 Hours   6 Followers and 12 Unfollowers  stats by https t coFoPioSuW0p app",1
"11750",11817,815731213,"female","Cover Reveals  First look at the new  updated the Witch s Kiss serial s cover  and some seriously cool new stuff  https t coM6VzJfznIF",2
"11751",11818,815731214,"brand","5 Fruits and Vegetables That Look Suspiciously Sexual   click here  https t co7AjW1CMrHi https t coF5v9r3HgX0",1
"11752",11819,815731215,"brand","BenAffleck To Direct And Star In Solo  Batman Film https t coqU30ot68AC https t coN2md7MjeNg",1
"11753",11820,815731216,"male","Tony Abbott going to France with Peta Credlin and Richard Dowdy   https t co2XypsEXsp6 via",3
"11754",11821,815731217,"female","Cooking up a storm to take to visit  tomorrow   soup  focaccia and banana toffee cake",2
"11755",11822,815731218,"male","Blood  Sweat and Tears  Minecraft Animation  Reaction   https t coppdtKscyOW via",3
"11756",11823,815731219,"brand","New figures to show whether controversial A9 speed cameras halting road deaths and accidents  NEW    https t coGCbXg48KeL",1
"11757",11824,815731220,"brand","Imaikalani Devault And A Maui Summer  School s out  The post Imaikalani Devault And A Maui Summer appeared fir    https t coR77mNACV1D",1
"11758",11825,815731221,"female","Cher ranks the GOP field  spoiler   Ted Cruz   Devil  and  Trump is a giant   https t cokIs8tuo9jM",2
"11759",11826,815731222,"male","me  a mess and my 1  twin https t cob3ETAp6jIl",3
"11760",11827,815731223,"female","U kno when ur having a horrible day and u seetalk to someone who makes it 92827292917 times better",2
"11761",11828,815731224,"brand","EMERALD and CUBIC ZIRCONIA  TURKISH DESIGN RING https t coZoEOhx7Ti3 https t coDmSyIUE9jz",1
"11762",11829,815731225,"brand","Halloween Goes Hollywood Oct 31st   Cream  Hosted by JerZ Boys  Tee and Butt ALL LADIES IN COSTUME FREE TIL 11pm",1
"11763",11830,815731226,"female","and today s weather was also amazing",2
"11764",11831,815731227,"female","SIRIUS IM CRYING I JUST WATCHED HIM DIE FOR LIKE TO 100TH TIME AND IM SOBBING LIKE ALWAYS",2
"11765",11832,815731228,"male","maybe he has  and no one cared enough to tell anyone",3
"11766",11833,815731229,"brand","My neighbors are making weird noises in the room next to mine and it s freaking me out  It sounds like they re scratching at the walls",1
"11767",11834,815731230,"male","Support a great team and a great cause   https t coo80WMo4Brt",3
"11768",11835,815731231,"female","I really just need to ask this question and get my answer and I ll be okay",2
"11769",11836,815731232,"male","and 2  beer is for suckers",3
"11770",11837,815731233,"male","Hold onto the pie until the final fight  And make friends with all the bosses you can",3
"11771",11838,815731234,"brand","Interested in having a mini personal trainer on your wrist  Learn more here   https t co70qTddXfqB https t coEwnAgAbLtu",1
"11772",11839,815731235,"brand","Everyone has something to learn from  and teach  one another   undocumented  immigrants  lifelessons  LLERO  LL https t colR6BJf58S2",1
"11773",11840,815731236,"male","hop in their verified tabs and let them know",3
"11774",11841,815731237,"female","love you and miss you",2
"11775",11842,815731238,"brand","Captain Picard Is Addicted To Tea And Flutes In Hilarious New  Star Trek  The Next Generation  Edits https t co1ZQwNKqvx0",1
"11776",11843,815731239,"female","But helping your lady with her business  amp  becoming her partner is a beautiful thing    and building an empire together",2
"11777",11844,815731240,"brand","See our latest  OregonCity  OR  job and click to apply  PT   Physical Therapist Needed  Immediate Start    https t cogHscE9be82  Hiring",1
"11778",11845,815731241,"brand","DTN Australia  Pocock and 60 Aussies want no new coal  Wallabies star David Pocock is among 61 Australians cal    https t cobUQJ2rKjne",1
"11779",11846,815731242,"female","Death to noisy typists  And other rules for working in a modern library https t coIXWddHRJc8  libraries",2
"11780",11847,815731243,"male","Listening to    Enlightenism and the Black Lives    by Malcolm Kelly Powers of Mind Hour https t co2HAphXfOpB",3
"11781",11848,815731244,"brand","I ve seen this abomination against god and man before and it truly is one of the most disappointing experiences ever  010",1
"11782",11849,815731245,"brand","BroadwayHD streaming service brings the theater to you  There  s no doubt live and on demand streaming services    https t cogW0R30EM5y",1
"11783",11850,815731246,"female","When you expressed to people that you hate liars and they still lie to you",2
"11784",11851,815731247,"female","Thank you   I have traveled a lot  and certainly can t complain  still keep trying   I love traveling",2
"11785",11852,815731248,"brand","29 buried with honor at veterans  cemetery  SIERRA VISTA    The afternoon was bright and a slight wind made it     https t cotjowcRpaFz",1
"11786",11853,815731249,"brand","Royals  BeRoyal World Series  How the Mets and Royals match up  KCMO  ForeverKC  KCRoyals https t covFl7hD10Pt",1
"11787",11854,815731250,"male","Spinning your bae around till you realize she s a guy then you fall and laugh it off     Vine by   https t colK25jEYaQf",3
"11788",11855,815731251,"brand","Do you want the  AffordableCareAct repealed  If so   BeHeard now here   https t coj8CKk4qDwN",1
"11789",11856,815731252,"female","The Truth about reincarnation  enlightenment and liberation  here  https t coo1ijAEaeMn",2
"11790",11857,815731253,"brand","Fasting Diet Weight Loss     How You Can Eat What You Want and Still Lose Weight  https t cootMyu79Suc  https t coHjNffVrlwh",1
"11791",11858,815731254,"male","The bleeding tree and represents both Doodle and the bird s last moments   english1tweets",3
"11792",11859,815731255,"brand","indeed   We ll prob celebrate  bond by doing a bit more  speedboating    When you ve got it  flaunt it and all that",1
"11793",11860,815731256,"male","i was super scared and tried screaming and i couldnt      i just remembered",3
"11794",11861,815731257,"female","can t wait to come home soon and see y all",2
"11795",11862,815731258,"brand","Knowing the  why  and being flexible enough to  pivot   Great answer  Louise   FLChour",1
"11796",11863,815731259,"female","Man Went Snorkeling and Discovered THIS at the Bottom of     https t co6hwiyi6IeS https t cop3d23Pi99g",2
"11797",11864,815731260,"female","I love talking to Zack about ppl that annoy me cuz he ll agree with me and shit on that person for me",2
"11798",11865,815731261,"male","Rollins vs Roman and KO vs Dean pls",3
"11799",11866,815731262,"male","the whole point in that paragraph was that Piscotty and Grichuk are no sure thing  and there isn t much behind them either",3
"11800",11867,815731263,"female","I like my sugar with coffee and cream fyi",2
"11801",11868,815731264,"female","These days there isn t much I care about  and I m okay with that",2
"11802",11869,815731265,"brand","Do you want the  AffordableCareAct repealed  If so   BeHeard now here   https t cozYAzVRBXjY",1
"11803",11870,815731266,"male","Adele and which artist would have to collab with each other to make the worlds chestiest chest pain song",3
"11804",11871,815731267,"female","The 3 more than half preferred yet effectual seo master plan and techniques  pQypKD",2
"11805",11872,815731268,"female","When that one song comes on  and I can t help but air drum  https t cou2Og5nkBzx",2
"11806",11873,815731269,"male","it does if you include butter and garlic  Unless your friends are vampires",3
"11807",11874,815731270,"male","Exhausting is okay  It means you re in the game  You re on the way up and you re not on the way down    Lee Rosen  quote",3
"11808",11875,815731271,"female","universitychallenge continues to humble me and remind me of my ignorance about almost everything",2
"11809",11876,815731272,"male","and then i get on my phone and i look at tumblr",3
"11810",11877,815731273,"male","who they be and you do you boo   1",3
"11811",11878,815731274,"female","Brennan and  Look alike https t conJikzobRFQ",2
"11812",11879,815731275,"male","When people tell you to  face reality    Reality is that my God is sovereign and you are not    Kick rocks  doubters",3
"11813",11880,815731276,"female","thanks love  Nice seeing you and Luckie yesterday",2
"11814",11881,815731277,"brand","What can the undead teach the living about the brain  Students fight zombie apocalypse   learn about  neuroscience  https t coyPx4daUni8",1
"11815",11882,815731278,"brand","Do you want the  AffordableCareAct repealed  If so   BeHeard now here   https t coxfxkKo3ejH",1
"11816",11883,815731279,"male","He is decent  But in Manga we have the best CB in the league  and Slade doesn t always pick him   Plus Morrison  amp  Turner  inj",3
"11817",11884,815731280,"female","it was complete bullshit  I watched it last night and am still so upset",2
"11818",11885,815731281,"brand","Hi there  I am sorry to hear the manner in which your parcel was delivered  Please DM us your full name and address",1
"11819",11886,815731282,"brand","5 Fruits and Vegetables That Look Suspiciously Sexual   click here  https t coquhgoJ9k4V https t co01PSzpDIqs",1
"11821",11888,815731284,"female","Hi princess of light eyes        You and a great makeup artist            You are awesome Lottie    Please follow me babe           x531",2
"11822",11889,815731285,"brand","Great tips  Olive oil is good 4 your body  inside and out",1
"11823",11890,815731286,"brand","DTN Australia   A steady ahead of CPI and Fed meeting  The Aussie has hardly moved ahead of the US Federal Res    https t co6pTFqF0MmR",1
"11824",11891,815731287,"female","But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous If    https t cof4id1wOC1s",2
"11825",11892,815731288,"brand","We want your  Music  visit https t coXB8YNwYeC6 and hit the  Demos tab to submit   House  Trance  Techno  Producer  Dance  Tallent",1
"11826",11893,815731289,"brand","Only 5 days left of our Yeti Cooler giveaway contest  To enter contest follow the link to our page and like  share     https t coygajJzT4B6",1
"11827",11894,815731290,"brand","Peugeot looks really nice  has a sort of period charm about it  Wipe over with an oily rag and it s done",1
"11828",11895,815731291,"female","oh they d have noticed and asked me for your number  Holla",2
"11829",11896,815731292,"female","crosses fingers for an amazing and beautiful gleggie reunion scene where Maggie tells Glenn she  s pregnant   NO",2
"11830",11897,815731293,"female","How tf do ones on instagram do winged eyeliner and smokey eyes in 4 seconds like bitch teach me ur ways pls",2
"11831",11898,815731294,"brand","This is sure to be fantastic  my daughter attended a couple of these sessions in the Summer holidays and she    https t coWaMzG8lYLQ",1
"11832",11899,815731295,"female","when I think about how amazing animals are and how much I love them I feel like my heart might explode",2
"11833",11900,815731296,"male","the vikings are 4 2 playing well and we re yet to see them live this season their game   rivals the bears should be on Sunday",3
"11834",11901,815731301,"female","I got  facebook banged  on last night by this girl i used to know in high school  no names mentioned  and this female straight called me",2
"11835",11902,815731302,"female","Leaving the office and I feel like superwoman because it s 4pm and bottom lines are met",2
"11836",11903,815731303,"brand","Very interesting podcast from  with Seth Lipsky discussing paperbug   s hatred of gold https t coxusOS5qWpg",1
"11837",11904,815731304,"female","yes I ve been thinking about doing that too  And congrats on these  twins",2
"11838",11905,815731305,"female","I have 107 contacts in my phone and I talk to maybe 10 20 of those people on a daily basis",2
"11839",11906,815731306,"brand","I Just Voted for  for  ArtistOfTheYear https t com6og9Erpl8 and Vote for your favorite    AMAs  OneDirection",1
"11840",11907,815731307,"male","This dude working out right next to Brian Hoyer and doesn t even know it smh https t cozyEgiBBlUV",3
"11842",11909,815731309,"male","my dude  and i doin work https t coMq2YL8xfEb",3
"11843",11910,815731310,"female","But 100  grimes is amazing and I love her so much",2
"11844",11911,815731311,"male","Listen  Live  https t coIHj6J6QaQz Best Talk Radio Modern Day on  Girlfriends on  money   sex   dating and  love",3
"11845",11912,815731312,"brand","FA Cup first round draw  Ryan Giggs and Gary Neville s Salford City host Notts County   https t cooNYdY7P4xV",1
"11846",11913,815731313,"male","If you haven t heard  Hollow by the incredible   do yourself a favor and listen  Your ears will thank you",3
"11847",11914,815731314,"male","How does it feel to sit on a throne of air filled icing packets and lies",3
"11848",11915,815731315,"female","When your day is going great and music just made it 100xs better",2
"11849",11916,815731316,"male","Listen Now To Episode 3  It s Real  Melbourne Real Podcast EP3 https t coUj7t6JOhIp  Subscribe and Retweet Please  podcast",3
"11850",11917,815731317,"female","I know   I wouldn t change it for anything   She says with a bright smile  looking over at him and Amelia",2
"11851",11918,815731318,"female","And baby  no one else makes me feel like you",2
"11852",11919,815731319,"male","Here and now is an cerebrate that makes belly dance classes melbourne flat out time honored betwixt the many he",3
"11853",11920,815731320,"brand","Workshop to Promote Mental and Physical Health in Schools https t coahRkwZR9RD",1
"11854",11921,815731321,"brand","my heart and inner psycho cannot wait for this movie",1
"11855",11922,815731322,"male","I had a dream that I rescued a rabbit and a capybara from a stray dog and they were like my sidekicks afterwards",3
"11856",11923,815731323,"female","Kinda wanna get drunk and pour my heart out about it and never mention it again",2
"11857",11924,815731324,"female","Peers vote to delay tax credit cuts and to protect those who lose out   Politics live   well done    https t cobtXKKxE0Qq",2
"11858",11925,815731325,"male","wow and it s only Monday",3
"11859",11926,815731326,"brand","This Day In History 10 26 1881 The Gunfight At O K  Corral Between Outlaw Cowboys and Lawmen  The Gunfight    https t coJBAI1o9sol",1
"11860",11927,815731327,"female","While black people live here and make no effort to go into a field that will NEVER subside",2
"11861",11928,815731328,"male","At the hearing  Hillary used the I didn t have a clue what was going on at State defense  and the Left sees that as a sign of her brilliance",3
"11862",11929,815731329,"male","I may purchase his album rn based off that song and video",3
"11863",11930,815731330,"male","sorry that was angry and political but GODDAMN if CVS can tell me I don t have AIDS I m sure someone at the blood bank can vouch for me",3
"11864",11931,815731331,"female","no there was  1 06 on the old one and  1 20 in the gold one and i had 2 loose dollars so i bought one",2
